,DEPT,GRGC,NPRL,DEN,FE,DDLLDS,DSLLDS,SPCGds,DTC,"Sample
No.",PERM,Comments,PhiDSS,PhieN,PhiAvgSS,VCLGR,VCLND,ResRatio,ResRatio2
6411,4005.5,209.251788,0.371408,2.601859,4.279156,44.364216,42.897997,-35.964998,90.342364,,,,0.029176363636363497,0.411408,0.22029218181818175,1.0,0.9131815181518154,0.0,0.002917526458719621
6412,4006.0,206.549681,0.362993,2.599498,4.415384,45.921142,44.075238,-36.370869,90.610274,,,,0.030607272727272622,0.402993,0.21680013636363632,1.0,0.8913183993399341,0.0,0.0044583082427275145
6413,4006.5,213.184579,0.365245,2.587139,4.489369,48.333808,45.82948,-36.705149,91.094271,,,,0.03809757575757566,0.40524499999999997,0.22167128787878781,1.0,0.8800197194719473,0.0,0.006381892186565473
6414,4007.0,227.715691,0.379668,2.572359,4.530147,51.326049,47.931636,-37.191366,91.772059,,,,0.047055151515151425,0.419668,0.2333615757575757,1.0,0.8926386138613861,0.0,0.007343086528905664
6415,4007.5,257.947662,0.402102,2.554418,4.563929,55.919473,50.773231,-37.655947,92.73281,,,,0.05792848484848475,0.442102,0.2500152424242424,1.0,0.9189308580858087,0.0,0.007820617668903995
6416,4008.0,293.981293,0.417804,2.532981,4.611509,62.415929,54.567509,-38.239237,93.907197,,,,0.07092060606060606,0.457804,0.264362303030303,1.0,0.9256108910891089,0.0,0.009981532089327309
6417,4008.5,330.111804,0.418934,2.513562,4.66165,75.358798,61.425197,-38.821158,95.270135,,,,0.08268969696969701,0.45893399999999995,0.27081184848484846,1.0,0.9024925742574255,0.0,0.019865329490254498
6418,4009.0,364.057977,0.415757,2.498671,4.687608,92.566942,70.205883,-39.454764,96.659355,,,,0.09171454545454549,0.45575699999999997,0.27373577272727273,1.0,0.8757570132013199,0.0,0.03413597765034189
6419,4009.5,397.508981,0.41569,2.485454,4.676279,116.369054,81.156713,-40.057256,97.907157,,,,0.09972484848484854,0.45569,0.2777074242424243,1.0,0.8581595709570954,0.0,0.050570957206257164
6420,4010.0,434.68391,0.41666,2.468951,4.695738,142.234012,92.086611,-40.593717,99.051769,,,,0.10972666666666654,0.45665999999999995,0.28319333333333324,1.0,0.8385343234323434,0.0,0.06911115143778515
6421,4010.5,481.810829,0.414784,2.44395,4.810158,167.761762,101.549736,-41.325281,100.19347,,,,0.1248787878787878,0.45478399999999997,0.2898313939393939,1.0,0.801350495049505,0.0,0.09767860848384058
6422,4011.0,525.486506,0.419319,2.412877,4.958865,193.048477,110.307273,-42.007417,101.332361,,,,0.14371090909090908,0.459319,0.3015149545454545,1.0,0.7704327557755775,0.0,0.1252303289856267
6423,4011.5,544.671152,0.437243,2.379122,5.056112,215.114354,117.742429,-42.784867,102.467081,,,,0.1641684848484847,0.477243,0.3207057424242423,1.0,0.7658014026402642,0.0,0.13702210333035267
6424,4012.0,534.250825,0.460165,2.3476,5.061714,233.237964,123.901668,-43.49364,103.823523,,,,0.18327272727272728,0.500165,0.3417188636363636,1.0,0.7752520627062705,0.0,0.13761064186422553
6425,4012.5,505.051638,0.480595,2.321607,5.035969,241.080437,127.536964,-44.119403,105.598298,,,,0.19902606060606046,0.520595,0.35981053030303023,1.0,0.7864502475247527,0.0,0.13155743862634378
6426,4013.0,489.268703,0.493226,2.297342,5.030781,237.640372,128.707494,-44.682995,107.625602,,,,0.21373212121212118,0.533226,0.37347906060606056,1.0,0.7825556105610559,0.0,0.12931339497163596
6427,4013.5,500.190829,0.502158,2.270673,5.028694,226.362362,127.21599,-45.077812,109.647047,,,,0.2298951515151515,0.542158,0.38602657575757576,1.0,0.7672470297029703,0.0,0.13053181817632462
6428,4014.0,531.167753,0.510547,2.245806,4.971511,216.374122,125.096355,-45.444361,111.401095,,,,0.24496606060606058,0.550547,0.39775653030303026,1.0,0.7531076732673266,0.0,0.13199255450475053
6429,4014.5,563.270007,0.514761,2.224395,4.865779,217.125356,124.893936,-45.854889,112.837155,,,,0.25794242424242425,0.5547610000000001,0.4063517121212121,1.0,0.7342299504950495,0.0,0.14333898486236202
6430,4015.0,579.209585,0.517933,2.206906,4.798054,243.065757,130.111702,-46.504659,113.870513,,,,0.2685418181818181,0.557933,0.41323740909090906,1.0,0.7182084983498349,0.0,0.17058636318076936
6431,4015.5,581.830259,0.526448,2.192303,4.795163,300.699327,141.301989,-47.18016,114.549788,,,,0.27739212121212126,0.5664480000000001,0.4219200606060607,1.0,0.7178996699669965,0.0,0.20346564604428558
6432,4016.0,575.121456,0.540805,2.181249,4.880504,390.385692,155.617002,-47.825695,114.830507,,,,0.284091515151515,0.580805,0.4324482575757575,1.0,0.7352903465346537,0.0,0.22763821225546296
6433,4016.5,567.955129,0.556547,2.173487,4.988032,486.337758,168.507106,-48.448971,115.110047,,,,0.28879575757575743,0.596547,0.44267137878787877,1.0,0.7601122937293732,0.0,0.23286023998129063
6434,4017.0,572.156817,0.575008,2.166859,5.055929,550.211476,175.486082,-48.991714,115.57668,,,,0.29281272727272717,0.615008,0.4539103636363636,1.0,0.7924884488448846,0.0,0.21430373275736386
6435,4017.5,582.914058,0.592474,2.159572,5.085214,589.810555,179.780707,-49.536798,116.071712,,,,0.297229090909091,0.632474,0.4648515454545455,1.0,0.8217780528052804,0.0,0.1899094273201738
6436,4018.0,591.243667,0.595022,2.159129,5.115561,605.634652,182.119901,-49.962698,116.396299,,,,0.2974975757575757,0.6350220000000001,0.46625978787878786,1.0,0.826869471947195,0.0,0.18615781324156241
6437,4018.5,594.126657,0.586833,2.162463,5.127197,609.318074,183.47203,-50.36466,116.615534,,,,0.2954769696969698,0.6268330000000001,0.46115498484848494,1.0,0.8130279702970296,0.0,0.20086350418839347
6438,4019.0,591.246753,0.57199,2.161479,5.028522,589.031706,182.506127,-50.691232,116.759145,,,,0.29607333333333336,0.61199,0.4540316666666667,1.0,0.7786628712871287,0.0,0.2332463828878694
6439,4019.5,594.213068,0.561925,2.153068,4.882083,562.596233,180.662223,-51.060967,117.009844,,,,0.30117090909090893,0.601925,0.4515479545454545,1.0,0.7451372112211223,0.0,0.2619297934179164
6440,4020.0,614.886353,0.561784,2.136995,4.719411,542.606665,179.21171,-51.558468,117.394283,,,,0.31091212121212103,0.601784,0.4563480606060605,1.0,0.7236046204620465,0.0,0.2782990569044533
6441,4020.5,642.760765,0.567344,2.127111,4.595054,536.961603,178.551339,-52.086148,117.560556,,,,0.3169024242424241,0.607344,0.46212321212121205,1.0,0.7229425742574258,0.0,0.2775637428052459
6442,4021.0,664.726287,0.570073,2.137322,4.535359,545.741549,178.833746,-52.642008,117.423155,,,,0.31071393939393926,0.6100730000000001,0.4603934696969697,1.0,0.7425018976897695,0.0,0.2607819053375699
6443,4021.5,668.067143,0.557529,2.160267,4.494677,535.990731,178.135834,-53.101951,116.82164,,,,0.2968078787878787,0.5975290000000001,0.44716843939393935,1.0,0.744847772277228,0.0,0.2557179039294053
6444,4022.0,649.936139,0.522918,2.187009,4.442609,485.729472,174.196099,-53.568432,115.661594,,,,0.2806006060606059,0.562918,0.42175930303030296,1.0,0.7030470297029706,0.0,0.28036725510975047
6445,4022.5,624.264874,0.486528,2.207093,4.383041,422.897615,168.875048,-53.977119,114.357873,,,,0.2684284848484848,0.526528,0.3974782424242424,1.0,0.6484937293729373,0.0,0.3017730651112661
6446,4023.0,595.735104,0.469269,2.218569,4.318225,380.186513,164.811947,-54.241362,112.970705,,,,0.2614733333333333,0.509269,0.3853711666666666,1.0,0.625195297029703,0.0,0.296233498483598
6447,4023.5,570.398936,0.469098,2.226647,4.235589,368.534704,163.717361,-54.542975,111.607526,,,,0.25657757575757584,0.509098,0.38283778787878797,1.0,0.6354783828382836,0.0,0.2805450800576074
6448,4024.0,549.002275,0.469498,2.233259,4.124208,380.977107,165.329695,-54.932543,110.094112,,,,0.25257030303030303,0.509498,0.3810341515151515,1.0,0.6450981848184819,0.0,0.28018563077673964
6449,4024.5,530.060247,0.461569,2.235626,3.983396,404.123379,167.855588,-55.288564,108.58974,,,,0.2511357575757576,0.501569,0.37635237878787886,1.0,0.6305593234323431,0.0,0.30521028776984993
6450,4025.0,512.077767,0.454551,2.233432,3.844713,445.489423,171.029129,-55.542659,107.349464,,,,0.25246545454545444,0.49455099999999996,0.3735082272727272,1.0,0.6120287953795381,0.0,0.3454322356991006
6451,4025.5,491.798338,0.461363,2.229973,3.752565,604.431891,178.204161,-55.74351,106.578194,,,,0.254561818181818,0.501363,0.377962409090909,1.0,0.6226377062706274,0.0,0.4110269989041182
6452,4026.0,468.601374,0.475449,2.230688,3.698856,1027.123816,190.876609,-56.067235,106.108378,,,,0.25412848484848494,0.515449,0.3847887424242425,1.0,0.6549613036303626,0.0,0.47378907301453577
6453,4026.5,441.972974,0.483519,2.241487,3.66002,1809.201404,206.561147,-56.429585,105.743481,,,,0.24758363636363645,0.523519,0.3855513181818182,1.0,0.6871951320132011,0.0,0.4973935781994935
6454,4027.0,414.639293,0.483178,2.257096,3.611029,2458.011232,217.925588,-56.744413,105.420778,,,,0.2381236363636362,0.523178,0.3806508181818181,1.0,0.7070414191419144,0.0,0.4904841596871563
6455,4027.5,393.730604,0.477455,2.270181,3.577768,2205.571753,216.376107,-56.993673,105.084453,,,,0.23019333333333328,0.517455,0.3738241666666666,1.0,0.711566089108911,0.0,0.47379341989906115
6456,4028.0,379.679514,0.473963,2.278175,3.564419,1598.332922,209.038824,-57.196211,104.690778,,,,0.22534848484848477,0.5139630000000001,0.36965574242424243,1.0,0.7143400165016502,0.0,0.43916336524277466
6457,4028.5,375.109531,0.468434,2.281169,3.543794,1208.429824,201.825094,-57.299458,104.308728,,,,0.22353393939393948,0.508434,0.3659839696969698,1.0,0.7059754125412538,0.0,0.4197348106284321
6458,4029.0,371.870827,0.456648,2.285181,3.528919,1030.55172,197.500161,-57.359706,103.876069,,,,0.22110242424242413,0.496648,0.35887521212121204,1.0,0.6850158415841585,0.0,0.4273403237898216
6459,4029.5,365.42006,0.44127,2.292508,3.584195,962.884643,195.63875,-57.246937,103.423367,,,,0.216661818181818,0.48127,0.34896590909090897,1.0,0.6604305280528056,0.0,0.44976784122591074
6460,4030.0,356.114729,0.43028,2.302064,3.668275,860.204968,192.690631,-57.004988,103.006985,,,,0.2108703030303029,0.47028,0.34057515151515144,1.0,0.6485630363036305,0.0,0.4456077355473402
6461,4030.5,343.68009,0.429879,2.308853,3.733897,731.64574,187.545713,-56.77791,102.668432,,,,0.2067557575757575,0.469879,0.33831737878787876,1.0,0.656632095709571,0.0,0.40650179108085294
6462,4031.0,333.007717,0.435685,2.309278,3.766115,623.796857,182.032038,-56.599895,102.415308,,,,0.2064981818181818,0.47568499999999997,0.3410915909090909,1.0,0.670127310231023,0.0,0.36168012835736124
6463,4031.5,330.184853,0.446766,2.305725,3.821069,571.674223,177.834665,-56.605175,102.33823,,,,0.20865151515151523,0.486766,0.3477087575757576,1.0,0.6901222772277225,0.0,0.325658860954509
6464,4032.0,331.603099,0.457923,2.30758,3.945828,542.811775,174.914259,-56.694427,102.424747,,,,0.20752727272727256,0.497923,0.3527251363636363,1.0,0.7174258250825084,0.0,0.289688076266423
6465,4032.5,331.785657,0.461754,2.317502,4.084915,502.591697,172.093564,-56.553555,102.750086,,,,0.20151393939393925,0.501754,0.35163396969696964,1.0,0.739058580858086,0.0,0.25564706044104046
6466,4033.0,328.19127,0.454349,2.326097,4.137193,436.046675,166.923265,-56.167778,103.209219,,,,0.19630484848484853,0.494349,0.3453269242424243,1.0,0.7339088283828381,0.0,0.2375288011090763
6467,4033.5,320.998696,0.438273,2.330178,4.100016,311.186802,148.541567,-55.772476,103.701688,,,,0.19383151515151506,0.478273,0.3360522575757575,1.0,0.7034834158415844,0.0,0.20980654127021164
6468,4034.0,310.876073,0.425458,2.3413,4.095083,170.01784,113.184203,-55.527589,104.101678,,,,0.18709090909090909,0.465458,0.32627445454545456,1.0,0.6896176567656765,0.0,0.12457648426349063
6469,4034.5,298.770131,0.421908,2.369345,4.175123,80.357943,74.819135,-55.37313,104.379179,,,,0.17009393939393933,0.461908,0.31600096969696967,1.0,0.7187323432343236,0.0,0.020078835966159687
6470,4035.0,286.376713,0.424205,2.401797,4.263961,42.641789,49.14634,-55.226227,104.673155,,,,0.15042606060606045,0.464205,0.3073155303030302,1.0,0.7666903465346536,0.0,0.03306690214281788
6471,4035.5,276.142159,0.427366,2.419592,4.279752,34.549868,39.084228,-54.964859,104.797311,,,,0.13964121212121197,0.467366,0.303503606060606,1.0,0.7972239273927395,0.0,0.024973748916193906
6472,4036.0,267.857457,0.428684,2.419264,4.230141,55.119692,46.761621,-54.654005,104.34889,,,,0.1398399999999999,0.468684,0.3042619999999999,1.0,0.7997270627062707,0.0,0.03285971450484816
6473,4036.5,258.261822,0.427026,2.417923,4.203176,112.033946,69.971851,-54.400525,103.527055,,,,0.1406527272727272,0.467026,0.3038393636363636,1.0,0.7942632013201321,0.0,0.09509280378655718
6474,4037.0,245.429393,0.417975,2.432688,4.258738,220.875742,107.638065,-54.260115,102.420621,,,,0.13170424242424228,0.45797499999999997,0.29483962121212115,1.0,0.7935918316831685,0.0,0.14229649406499983
6475,4037.5,230.41845,0.404084,2.456524,4.328599,325.381351,142.265779,-54.177152,101.335913,,,,0.11725818181818182,0.444084,0.2806710909090909,1.0,0.7941132013201319,0.0,0.1612372940576494
6476,4038.0,215.904859,0.392177,2.48223,4.333926,346.00195,150.38877,-54.076205,100.412551,,,,0.10167878787878787,0.432177,0.2669278939393939,1.0,0.80152301980198,0.0,0.1564280381927032
6477,4038.5,204.60127,0.385554,2.503035,4.296616,336.640206,148.423659,-53.946577,99.766417,,,,0.08906969696969684,0.425554,0.2573118484848484,1.0,0.8142341584158418,0.0,0.14416330622162205
6478,4039.0,206.348702,0.386606,2.500253,4.200639,334.685316,147.847763,-53.742149,99.659105,,,,0.09075575757575763,0.426606,0.2586808787878788,1.0,0.812905115511551,0.0,0.14488685612635263
6479,4039.5,214.384054,0.388866,2.488821,4.123512,338.425361,149.250052,-53.457307,99.736836,,,,0.09768424242424227,0.42886599999999997,0.2632751212121211,1.0,0.8028480198019805,0.0,0.15295537064084966
6480,4040.0,220.464104,0.388443,2.482059,4.124495,339.3813,150.542621,-53.043574,99.359052,,,,0.10178242424242419,0.42844299999999996,0.26511271212121207,1.0,0.7929789603960397,0.0,0.15959040972820168
6481,4040.5,218.448611,0.384142,2.484327,4.155096,334.219606,150.309319,-52.641564,98.374993,,,,0.10040787878787877,0.42414199999999996,0.26227493939393937,1.0,0.7863915841584157,0.0,0.16215661454284128
6482,4041.0,206.359548,0.372874,2.493291,4.185881,317.772829,147.466465,-52.458725,97.108669,,,,0.09497515151515137,0.41287399999999996,0.25392457575757565,1.0,0.7731232673267329,0.0,0.16610184013297952
6483,4041.5,195.318785,0.360238,2.4995,4.209738,296.349108,143.79098,-52.39822,96.178213,,,,0.09121212121212126,0.400238,0.2457250606060606,1.0,0.7531704620462044,0.0,0.17110848692035527
6484,4042.0,191.909205,0.35371,2.503449,4.261789,275.597214,140.035895,-52.413817,96.210909,,,,0.08881878787878794,0.39371,0.24126439393939397,1.0,0.7438410891089107,0.0,0.16709563835059896
6485,4042.5,193.043676,0.355936,2.506118,4.325356,261.409136,137.091633,-52.500048,96.699567,,,,0.08720121212121217,0.39593599999999995,0.24156860606060607,1.0,0.7523234323432341,0.0,0.15453185959949653
6486,4043.0,197.311115,0.365527,2.501305,4.334093,265.081719,136.178679,-52.646651,96.938654,,,,0.09011818181818183,0.40552699999999997,0.2478225909090909,1.0,0.7673357260726071,0.0,0.1494846357034899
6487,4043.5,204.093535,0.374196,2.492617,4.260468,289.771285,138.1836,-52.774734,96.908679,,,,0.09538363636363627,0.41419599999999995,0.2547898181818181,1.0,0.7751785478547855,0.0,0.15926988878293258
6488,4044.0,210.765177,0.376186,2.490427,4.173915,336.327531,144.701537,-52.744931,96.937965,,,,0.09671090909090907,0.416186,0.2564484545454545,1.0,0.7767206270627062,0.0,0.17789416326418608
6489,4044.5,212.419374,0.372112,2.502917,4.185905,377.506336,151.923058,-52.544321,97.349792,,,,0.08914121212121204,0.412112,0.250626606060606,1.0,0.7841333333333335,0.0,0.18395620201472973
6490,4045.0,207.501608,0.365639,2.527353,4.285627,380.81348,154.581487,-52.331611,97.919218,,,,0.074331515151515,0.40563899999999997,0.23998525757575748,1.0,0.8019720297029704,0.0,0.16735406625532137
6491,4045.5,197.137311,0.36248,2.550589,4.388373,341.092671,149.538425,-52.117471,97.864666,,,,0.06024909090909086,0.40248,0.23136454545454543,1.0,0.8256092409240924,0.0,0.1361727401157351
6492,4046.0,185.252015,0.364405,2.56597,4.419774,283.405384,138.689427,-51.84901,97.259059,,,,0.05092727272727263,0.40440499999999996,0.2276661363636363,1.0,0.8502025577557756,0.0,0.10271663922693978
