,DEPT,GRGC,NPRL,DEN,FE,DDLLDS,DSLLDS,SPCGds,DTC,"Sample
No.",PERM,Comments,PhiDSS,PhieN,PhiAvgSS,VCLGR,VCLND,ResRatio,ResRatio2
301,950.5,,,,,,,,,,,,,,,,,,
302,951.0,,,,,,,,,,,,,,,,,,
303,951.5,,,,,,,,,,,,,,,,,,
304,952.0,,,,,,,,,,,,,,,,,,
305,952.5,,,,,,,,,,,,,,,,,,
306,953.0,,,,,,,,,,,,,,,,,,
307,953.5,,,,,,,,,,,,,,,,,,
308,954.0,,,,,,,,,,,,,,,,,,
309,954.5,,,,,,,,,,,,,,,,,,
310,955.0,,,,,,,,,,,,,,,,,,
311,955.5,,,,,,,,,,,,,,,,,,
312,956.0,,,,,,,,,,,,,,,,,,
313,956.5,,,,,,,,,,,,,,,,,,
314,957.0,,,,,,,,,,,,,,,,,,
315,957.5,,,,,,,,,,,,,,,,,,
316,958.0,,,,,,,,,,,,,,,,,,
317,958.5,,,,,,,,,,,,,,,,,,
318,959.0,,,,,,,,,,,,,,,,,,
319,959.5,,,,,,,,,,,,,,,,,,
320,960.0,,,,,,,,,,,,,,,,,,
321,960.5,,,,,,,,,,,,,,,,,,
322,961.0,,,,,,,,,,,,,,,,,,
323,961.5,,,,,,,,,,,,,,,,,,
324,962.0,,,,,,,,,,,,,,,,,,
325,962.5,,,,,,,,,,,,,,,,,,
326,963.0,,,,,,,,,,,,,,,,,,
327,963.5,,,,,,,,,,,,,,,,,,
328,964.0,,,,,,,,,,,,,,,,,,
329,964.5,,,,,,,,,,,,,,,,,,
330,965.0,,,,,,,,,,,,,,,,,,
331,965.5,,,,,,,,,,,,,,,,,,
332,966.0,,,,,,,,,,,,,,,,,,
333,966.5,,,,,,,,,,,,,,,,,,
334,967.0,,,,,,,,,,,,,,,,,,
335,967.5,,,,,,,,,,,,,,,,,,
336,968.0,,,,,,,,,,,,,,,,,,
337,968.5,,,,,,,,,,,,,,,,,,
338,969.0,,,,,,,,,,,,,,,,,,
339,969.5,,,,,,,,,,,,,,,,,,
340,970.0,,,,,,,,,,,,,,,,,,
341,970.5,,,,,,,,,,,,,,,,,,
342,971.0,,,,,,,,,,,,,,,,,,
343,971.5,,,,,,,,,,,,,,,,,,
344,972.0,,,,,,,,,,,,,,,,,,
345,972.5,,,,,,,,,,,,,,,,,,
346,973.0,,,,,,,,,,,,,,,,,,
347,973.5,,,,,,,,,,,,,,,,,,
348,974.0,,,,,,,,,,,,,,,,,,
349,974.5,,,,,,,,,,,,,,,,,,
350,975.0,,,,,,,,,,,,,,,,,,
351,975.5,,,,,,,,,,,,,,,,,,
352,976.0,,,,,,,,,,,,,,,,,,
353,976.5,,,,,,,,,,,,,,,,,,
354,977.0,,,,,,,,,,,,,,,,,,
355,977.5,,,,,,,,,,,,,,,,,,
356,978.0,,,,,,,,,,,,,,,,,,
357,978.5,,,,,,,,,,,,,,,,,,
358,979.0,,,,,,,,,,,,,,,,,,
359,979.5,,,,,,,,,,,,,,,,,,
360,980.0,,,,,,,,,,,,,,,,,,
361,980.5,,,,,,,,,,,,,,,,,,
362,981.0,,,,,,,,,,,,,,,,,,
363,981.5,,,,,,,,,,,,,,,,,,
364,982.0,,,,,,,,,,,,,,,,,,
365,982.5,,,,,,,,,,,,,,,,,,
366,983.0,,,,,,,,,,,,,,,,,,
367,983.5,,,,,,,,,,,,,,,,,,
368,984.0,,,,,,,,,,,,,,,,,,
369,984.5,,,,,,,,,,,,,,,,,,
370,985.0,,,,,,,,,,,,,,,,,,
371,985.5,,,,,,,,,,,,,,,,,,
372,986.0,,,,,,,,,,,,,,,,,,
373,986.5,,,,,,,,,,,,,,,,,,
374,987.0,,,,,,,,,,,,,,,,,,
375,987.5,,,,,,,,,,,,,,,,,,
376,988.0,,,,,,,,,,,,,,,,,,
377,988.5,,,,,,,,,,,,,,,,,,
378,989.0,,,,,,,,,,,,,,,,,,
379,989.5,,,,,,,,,,,,,,,,,,
380,990.0,,,,,,,,,,,,,,,,,,
381,990.5,,,,,,,,,,,,,,,,,,
382,991.0,,,,,,,,,,,,,,,,,,
383,991.5,,,,,,,,,,,,,,,,,,
384,992.0,,,,,,,,,,,,,,,,,,
385,992.5,,,,,,,,,,,,,,,,,,
386,993.0,,,,,,,,,,,,,,,,,,
387,993.5,,,,,,,,,,,,,,,,,,
388,994.0,,,,,,,,,,,,,,,,,,
389,994.5,,,,,,,,,,,,,,,,,,
390,995.0,,,,,,,,,,,,,,,,,,
391,995.5,,,,,,,,,,,,,,,,,,
392,996.0,,,,,,,,,,,,,,,,,,
393,996.5,,,,,,,,,,,,,,,,,,
394,997.0,,,,,,,,,,,,,,,,,,
395,997.5,,,,,,,,,,,,,,,,,,
396,998.0,,,,,,,,,,,,,,,,,,
397,998.5,,,,,,,,,,,,,,,,,,
398,999.0,,,,,,,,,,,,,,,,,,
399,999.5,,,,,,,,,,,,,,,,,,
400,1000.0,,,,,,,,,,,,,,,,,,
401,1000.5,,,,,,,,,,,,,,,,,,
402,1001.0,,,,,,,,,,,,,,,,,,
403,1001.5,,,,,,,,,,,,,,,,,,
404,1002.0,,,,,,,,,,,,,,,,,,
405,1002.5,,,,,,,,,,,,,,,,,,
406,1003.0,,,,,,,,,,,,,,,,,,
407,1003.5,,,,,,,,,,,,,,,,,,
408,1004.0,,,,,,,,,,,,,,,,,,
409,1004.5,,,,,,,,,,,,,,,,,,
410,1005.0,,,,,,,,,,,,,,,,,,
411,1005.5,,,,,,,,,,,,,,,,,,
412,1006.0,,,,,,,,,,,,,,,,,,
413,1006.5,,,,,,,,,,,,,,,,,,
414,1007.0,,,,,,,,,,,,,,,,,,
415,1007.5,,,,,,,,,,,,,,,,,,
416,1008.0,,,,,,,,,,,,,,,,,,
417,1008.5,,,,,,,,,,,,,,,,,,
418,1009.0,,,,,,,,,,,,,,,,,,
419,1009.5,,,,,,,,,,,,,,,,,,
420,1010.0,,,,,,,,,,,,,,,,,,
421,1010.5,,,,,,,,,,,,,,,,,,
422,1011.0,,,,,,,,,,,,,,,,,,
423,1011.5,,,,,,,,,,,,,,,,,,
424,1012.0,,,,,,,,,,,,,,,,,,
425,1012.5,,,,,,,,,,,,,,,,,,
426,1013.0,,,,,,,,,,,,,,,,,,
427,1013.5,,,,,,,,,,,,,,,,,,
428,1014.0,,,,,,,,,,,,,,,,,,
429,1014.5,,,,,,,,,,,,,,,,,,
430,1015.0,,,,,,,,,,,,,,,,,,
431,1015.5,,,,,,,,,,,,,,,,,,
432,1016.0,,,,,,,,,,,,,,,,,,
433,1016.5,,,,,,,,,,,,,,,,,,
434,1017.0,,,,,,,,,,,,,,,,,,
435,1017.5,,,,,,,,,,,,,,,,,,
436,1018.0,,,,,,,,,,,,,,,,,,
437,1018.5,,,,,,,,,,,,,,,,,,
438,1019.0,,,,,,,,,,,,,,,,,,
439,1019.5,,,,,,,,,,,,,,,,,,
440,1020.0,,,,,,,,,,,,,,,,,,
441,1020.5,,,,,,,,,,,,,,,,,,
442,1021.0,,,,,,,,,,,,,,,,,,
443,1021.5,,,,,,,,,,,,,,,,,,
444,1022.0,,,,,,,,,,,,,,,,,,
445,1022.5,,,,,,,,,,,,,,,,,,
446,1023.0,,,,,,,,,,,,,,,,,,
447,1023.5,,,,,,,,,,,,,,,,,,
448,1024.0,,,,,,,,,,,,,,,,,,
449,1024.5,,,,,,,,,,,,,,,,,,
450,1025.0,,,,,,,,,,,,,,,,,,
451,1025.5,,,,,,,,,,,,,,,,,,
452,1026.0,,,,,,,,,,,,,,,,,,
453,1026.5,,,,,,,,,,,,,,,,,,
454,1027.0,,,,,,,,,,,,,,,,,,
455,1027.5,,,,,,,,,,,,,,,,,,
456,1028.0,,,,,,,,,,,,,,,,,,
457,1028.5,,,,,,,,,,,,,,,,,,
458,1029.0,,,,,,,,,,,,,,,,,,
459,1029.5,,,,,,,,,,,,,,,,,,
460,1030.0,,,,,,,,,,,,,,,,,,
461,1030.5,,,,,,,,,,,,,,,,,,
462,1031.0,,,,,,,,,,,,,,,,,,
463,1031.5,,,,,,,,,,,,,,,,,,
464,1032.0,,,,,,,,,,,,,,,,,,
465,1032.5,,,,,,,,,,,,,,,,,,
466,1033.0,,,,,,,,,,,,,,,,,,
467,1033.5,,,,,,,,,,,,,,,,,,
468,1034.0,,,,,,,,,,,,,,,,,,
469,1034.5,,,,,,,,,,,,,,,,,,
470,1035.0,,,,,,,,,,,,,,,,,,
471,1035.5,,,,,,,,,,,,,,,,,,
472,1036.0,,,,,,,,,,,,,,,,,,
473,1036.5,,,,,,,,,,,,,,,,,,
474,1037.0,,,,,,,,,,,,,,,,,,
475,1037.5,,,,,,,,,,,,,,,,,,
476,1038.0,,,,,,,,,,,,,,,,,,
477,1038.5,,,,,,,,,,,,,,,,,,
478,1039.0,,,,,,,,,,,,,,,,,,
479,1039.5,,,,,,,,,,,,,,,,,,
480,1040.0,,,,,,,,,,,,,,,,,,
481,1040.5,,,,,,,,,,,,,,,,,,
482,1041.0,,,,,,,,,,,,,,,,,,
483,1041.5,,,,,,,,,,,,,,,,,,
484,1042.0,,,,,,,,,,,,,,,,,,
485,1042.5,,,,,,,,,,,,,,,,,,
486,1043.0,,,,,,,,,,,,,,,,,,
487,1043.5,,,,,,,,,,,,,,,,,,
488,1044.0,,,,,,,,,,,,,,,,,,
489,1044.5,,,,,,,,,,,,,,,,,,
490,1045.0,,,,,,,,,,,,,,,,,,
491,1045.5,,,,,,,,,,,,,,,,,,
492,1046.0,,,,,,,,,,,,,,,,,,
493,1046.5,,,,,,,,,,,,,,,,,,
494,1047.0,,,,,,,,,,,,,,,,,,
495,1047.5,,,,,,,,,,,,,,,,,,
496,1048.0,,,,,,,,,,,,,,,,,,
497,1048.5,,,,,,,,,,,,,,,,,,
498,1049.0,,,,,,,,,,,,,,,,,,
499,1049.5,,,,,,,,,,,,,,,,,,
500,1050.0,,,,,,,,,,,,,,,,,,
501,1050.5,,,,,,,,54.326793,,,,,,,,,,
502,1051.0,,,,,,,,54.265979,,,,,,,,,,
503,1051.5,,,,,,,,54.113162,,,,,,,,,,
504,1052.0,,,,,,,,53.867991,,,,,,,,,,
505,1052.5,,,,,,,,53.686956,,,,,,,,,,
506,1053.0,,,,,,,,53.655572,,,,,,,,,,
507,1053.5,,,,,,,,54.100247,,,,,,,,,,
508,1054.0,,,,,,,,54.97769,,,,,,,,,,
509,1054.5,,,,,,,,56.06976,,,,,,,,,,
510,1055.0,,,,,,,,57.184723,,,,,,,,,,
511,1055.5,,,,,,,,58.071959,,,,,,,,,,
512,1056.0,,,,,,,,58.568929,,,,,,,,,,
513,1056.5,,,,,,,,58.806133,,,,,,,,,,
514,1057.0,,,,,,,,58.63982,,,,,,,,,,
515,1057.5,,,,,,,,58.127514,,,,,,,,,,
516,1058.0,,,,,,,,57.113817,,,,,,,,,,
517,1058.5,,,,,,,,55.945387,,,,,,,,,,
518,1059.0,,,,,,,,54.870522,,,,,,,,,,
519,1059.5,,,,,,,,54.138583,,,,,,,,,,
520,1060.0,,,,,,,,53.952819,,,,,,,,,,
521,1060.5,,,,,,,,53.977121,,,,,,,,,,
522,1061.0,,,,,,,,54.026313,,,,,,,,,,
523,1061.5,,,,,,,,54.104884,,,,,,,,,,
524,1062.0,,,,,,,,54.312464,,,,,,,,,,
525,1062.5,,,,,,,,54.528765,,,,,,,,,,
526,1063.0,,,,,,,,54.587955,,,,,,,,,,
527,1063.5,,,,,,,,54.396441,,,,,,,,,,
528,1064.0,,,,,,,,54.043315,,,,,,,,,,
529,1064.5,,,,,,,,53.714575,,,,,,,,,,
530,1065.0,,,,,,,,53.553418,,,,,,,,,,
531,1065.5,,,,,,,,53.618256,,,,,,,,,,
532,1066.0,,,,,,,,53.822697,,,,,,,,,,
533,1066.5,,,,,,,,54.05019,,,,,,,,,,
534,1067.0,,,,,,,,54.183797,,,,,,,,,,
535,1067.5,,,,,,,,54.165386,,,,,,,,,,
536,1068.0,,,,,,,,54.097008,,,,,,,,,,
537,1068.5,,,,,,,,54.022702,,,,,,,,,,
538,1069.0,,,,,,,,53.975941,,,,,,,,,,
539,1069.5,,,,,,,,53.92439,,,,,,,,,,
540,1070.0,,,,,,,,53.854441,,,,,,,,,,
541,1070.5,,,,,,,,53.813286,,,,,,,,,,
542,1071.0,,,,,,,,53.805259,,,,,,,,,,
543,1071.5,,,,,,,,53.81978,,,,,,,,,,
544,1072.0,,,,,,,,53.828457,,,,,,,,,,
545,1072.5,,,,,,,,53.798919,,,,,,,,,,
546,1073.0,,,,,,,,53.742605,,,,,,,,,,
547,1073.5,,,,,,,,53.599265,,,,,,,,,,
548,1074.0,,,,,,,,53.380512,,,,,,,,,,
549,1074.5,,,,,,,,53.181579,,,,,,,,,,
550,1075.0,,,,,,,,53.053826,,,,,,,,,,
551,1075.5,,,,,,,,53.027632,,,,,,,,,,
552,1076.0,,,,,,,,53.070337,,,,,,,,,,
553,1076.5,,,,,,,,53.162643,,,,,,,,,,
554,1077.0,,,,,,,,53.322058,,,,,,,,,,
555,1077.5,,,,,,,,53.487249,,,,,,,,,,
556,1078.0,,,,,,,,53.604523,,,,,,,,,,
557,1078.5,,,,,,,,53.667037,,,,,,,,,,
558,1079.0,,,,,,,,53.670391,,,,,,,,,,
559,1079.5,,,,,,,,53.642488,,,,,,,,,,
560,1080.0,,,,,,,,53.601828,,,,,,,,,,
561,1080.5,,,,,,,,53.593871,,,,,,,,,,
562,1081.0,,,,,,,,53.658915,,,,,,,,,,
563,1081.5,,,,,,,,53.736953,,,,,,,,,,
564,1082.0,,,,,,,,53.819341,,,,,,,,,,
565,1082.5,,,,,,,,53.905604,,,,,,,,,,
566,1083.0,,,,,,,,53.99505,,,,,,,,,,
567,1083.5,,,,,,,,54.05718,,,,,,,,,,
568,1084.0,,,,,,,,54.030562,,,,,,,,,,
569,1084.5,,,,,,,,53.954804,,,,,,,,,,
570,1085.0,,,,,,,,53.886792,,,,,,,,,,
571,1085.5,,,,,,,,53.852419,,,,,,,,,,
572,1086.0,,,,,,,,53.857892,,,,,,,,,,
573,1086.5,,,,,,,,53.892811,,,,,,,,,,
574,1087.0,,,,,,,,53.942192,,,,,,,,,,
575,1087.5,,,,,,,,53.99504,,,,,,,,,,
576,1088.0,,,,,,,,54.001223,,,,,,,,,,
577,1088.5,,,,,,,,53.985555,,,,,,,,,,
578,1089.0,,,,,,,,54.023282,,,,,,,,,,
579,1089.5,,,,,,,,54.145793,,,,,,,,,,
580,1090.0,,,,,,,,54.342605,,,,,,,,,,
581,1090.5,,,,,,,,54.84993,,,,,,,,,,
582,1091.0,,,,,,,,55.844138,,,,,,,,,,
583,1091.5,,,,,,,,57.304376,,,,,,,,,,
584,1092.0,,,,,,,,59.490559,,,,,,,,,,
585,1092.5,,,,,,,,62.514425,,,,,,,,,,
586,1093.0,,,,,,,,64.836931,,,,,,,,,,
587,1093.5,,,,,,,,66.897712,,,,,,,,,,
588,1094.0,,,,,,,,68.9585,,,,,,,,,,
589,1094.5,,,,,,,,71.240864,,,,,,,,,,
590,1095.0,,,,,,,,76.097076,,,,,,,,,,
591,1095.5,,,,,,,,85.39059,,,,,,,,,,
592,1096.0,,,,,,,,96.669052,,,,,,,,,,
593,1096.5,,,,,,,,106.147977,,,,,,,,,,
594,1097.0,,,,,,,,110.065014,,,,,,,,,,
595,1097.5,,,,,,,,110.218853,,,,,,,,,,
596,1098.0,,,,,,,,109.485639,,,,,,,,,,
597,1098.5,,,,,,,,108.267904,,,,,,,,,,
598,1099.0,,,,,,,,107.049437,,,,,,,,,,
599,1099.5,,,,,,,,105.741221,,,,,,,,,,
600,1100.0,,,,,,,,104.032478,,,,,,,,,,
601,1100.5,,,,,,,,102.064493,,,,,,,,,,
602,1101.0,,,,,,,,99.494412,,,,,,,,,,
603,1101.5,,,,,,,,96.491813,,,,,,,,,,
604,1102.0,,,,,,,,91.474771,,,,,,,,,,
605,1102.5,,,,,,,,85.613944,,,,,,,,,,
606,1103.0,,,,,,,,81.321064,,,,,,,,,,
607,1103.5,,,,,,,,79.310407,,,,,,,,,,
608,1104.0,,,,,,,,79.937871,,,,,,,,,,
609,1104.5,,,,,,,,81.580014,,,,,,,,,,
610,1105.0,,,,,,,,82.395172,,,,,,,,,,
611,1105.5,,,,,,,,82.090069,,,,,,,,,,
612,1106.0,,,,,,,,81.068935,,,,,,,,,,
613,1106.5,,,,,,,,80.49212,,,,,,,,,,
614,1107.0,,,,,,,,81.044441,,,,,,,,,,
615,1107.5,,,,,,,,83.844816,,,,,,,,,,
616,1108.0,,,,,,,,88.290942,,,,,,,,,,
617,1108.5,,,,,,,,93.155411,,,,,,,,,,
618,1109.0,,,,,,,,97.304031,,,,,,,,,,
619,1109.5,,,,,,,,99.664138,,,,,,,,,,
620,1110.0,,,,,,,,101.458035,,,,,,,,,,
621,1110.5,,,,,,,,103.176047,,,,,,,,,,
622,1111.0,,,,,,,,104.871882,,,,,,,,,,
623,1111.5,,,,,,,,106.928139,,,,,,,,,,
624,1112.0,,,,,,,,107.980193,,,,,,,,,,
625,1112.5,,,,,,,,105.732937,,,,,,,,,,
626,1113.0,,,,,,,,100.394205,,,,,,,,,,
627,1113.5,,,,,,,,92.576317,,,,,,,,,,
628,1114.0,,,,,,,,85.885063,,,,,,,,,,
629,1114.5,,,,,,,,83.161198,,,,,,,,,,
630,1115.0,,,,,,,,83.081639,,,,,,,,,,
631,1115.5,,,,,,,,83.256252,,,,,,,,,,
632,1116.0,,,,,,,,83.219467,,,,,,,,,,
633,1116.5,,,,,,,,83.335911,,,,,,,,,,
634,1117.0,,,,,,,,83.315621,,,,,,,,,,
635,1117.5,,,,,,,,82.941169,,,,,,,,,,
636,1118.0,,,,,,,,83.09291,,,,,,,,,,
637,1118.5,,,,,,,,84.277578,,,,,,,,,,
638,1119.0,,,,,,,,83.848448,,,,,,,,,,
639,1119.5,,,,,,,,81.816142,,,,,,,,,,
640,1120.0,,,,,,,,84.687833,,,,,,,,,,
641,1120.5,,,,,,,,92.211191,,,,,,,,,,
642,1121.0,,,,,,,,104.763848,,,,,,,,,,
643,1121.5,,,,,,,,115.691945,,,,,,,,,,
644,1122.0,,,,,,,,116.171843,,,,,,,,,,
645,1122.5,,,,,,,,116.655275,,,,,,,,,,
646,1123.0,,,,,,,,115.535406,,,,,,,,,,
647,1123.5,,,,,,,,109.476667,,,,,,,,,,
648,1124.0,,,,,,,,94.528982,,,,,,,,,,
649,1124.5,,,,,,,,77.987796,,,,,,,,,,
650,1125.0,,,,,,,,68.360626,,,,,,,,,,
651,1125.5,,,,,,,,65.009184,,,,,,,,,,
652,1126.0,,,,,,,,63.838195,,,,,,,,,,
653,1126.5,,,,,,,,62.59911,,,,,,,,,,
654,1127.0,,,,,,,,61.466329,,,,,,,,,,
655,1127.5,,,,,,,,61.136479,,,,,,,,,,
656,1128.0,,,,,,,,61.560224,,,,,,,,,,
657,1128.5,,,,,,,,62.926286,,,,,,,,,,
658,1129.0,,,,,,,,65.281585,,,,,,,,,,
659,1129.5,,,,,,,,68.879579,,,,,,,,,,
660,1130.0,,,,,,,,73.037655,,,,,,,,,,
661,1130.5,,,,,,,,80.566869,,,,,,,,,,
662,1131.0,,,,,,,,90.787272,,,,,,,,,,
663,1131.5,,,,,,,,100.50583,,,,,,,,,,
664,1132.0,,,,,,,,107.235511,,,,,,,,,,
665,1132.5,,,,,,,,105.812619,,,,,,,,,,
666,1133.0,,,,,,,,104.024138,,,,,,,,,,
667,1133.5,,,,,,,,102.115249,,,,,,,,,,
668,1134.0,,,,,,,,100.269845,,,,,,,,,,
669,1134.5,,,,,,,,98.693772,,,,,,,,,,
670,1135.0,,,,,,,,97.181744,,,,,,,,,,
671,1135.5,,,,,,,,96.000615,,,,,,,,,,
672,1136.0,,,,,,,,95.258314,,,,,,,,,,
673,1136.5,,,,,,,,94.952731,,,,,,,,,,
674,1137.0,,,,,,,,94.80438,,,,,,,,,,
675,1137.5,,,,,,,,94.563918,,,,,,,,,,
676,1138.0,,,,,,,,94.187323,,,,,,,,,,
677,1138.5,,,,,,,,94.0391,,,,,,,,,,
678,1139.0,,,,,,,,94.342965,,,,,,,,,,
679,1139.5,,,,,,,,94.873817,,,,,,,,,,
680,1140.0,,,,,,,,95.302202,,,,,,,,,,
681,1140.5,,,,,,,,95.518997,,,,,,,,,,
682,1141.0,,,,,,,,95.582237,,,,,,,,,,
683,1141.5,,,,,,,,95.611569,,,,,,,,,,
684,1142.0,,,,,,,,95.527764,,,,,,,,,,
685,1142.5,,,,,,,,95.467436,,,,,,,,,,
686,1143.0,,,,,,,,95.858236,,,,,,,,,,
687,1143.5,,,,,,,,96.612122,,,,,,,,,,
688,1144.0,,,,,,,,97.49943,,,,,,,,,,
689,1144.5,,,,,,,,98.073267,,,,,,,,,,
690,1145.0,,,,,,,,97.916013,,,,,,,,,,
691,1145.5,,,,,,,,97.185662,,,,,,,,,,
692,1146.0,,,,,,,,95.708674,,,,,,,,,,
693,1146.5,,,,,,,,93.843147,,,,,,,,,,
694,1147.0,,,,,,,,92.092545,,,,,,,,,,
695,1147.5,,,,,,,,91.064166,,,,,,,,,,
696,1148.0,,,,,,,,90.893262,,,,,,,,,,
697,1148.5,,,,,,,,91.364513,,,,,,,,,,
698,1149.0,,,,,,,,91.984673,,,,,,,,,,
699,1149.5,,,,,,,,92.479573,,,,,,,,,,
700,1150.0,,,,,,,,92.987932,,,,,,,,,,
701,1150.5,,,,,,,,93.506148,,,,,,,,,,
702,1151.0,,,,,,,,93.643327,,,,,,,,,,
703,1151.5,,,,,,,,91.98848,,,,,,,,,,
704,1152.0,,,,,,,,88.897255,,,,,,,,,,
705,1152.5,,,,,,,,85.261145,,,,,,,,,,
706,1153.0,,,,,,,,82.914125,,,,,,,,,,
707,1153.5,,,,,,,,85.280591,,,,,,,,,,
708,1154.0,,,,,,,,90.669075,,,,,,,,,,
709,1154.5,,,,,,,,96.627928,,,,,,,,,,
710,1155.0,,,,,,,,101.620928,,,,,,,,,,
711,1155.5,,,,,,,,105.164934,,,,,,,,,,
712,1156.0,,,,,,,,109.147206,,,,,,,,,,
713,1156.5,,,,,,,,112.944611,,,,,,,,,,
714,1157.0,,,,,,,,116.401063,,,,,,,,,,
715,1157.5,,,,,,,,118.452113,,,,,,,,,,
716,1158.0,,,,,,,,118.387614,,,,,,,,,,
717,1158.5,,,,,,,,116.978207,,,,,,,,,,
718,1159.0,,,,,,,,115.503784,,,,,,,,,,
719,1159.5,,,,,,,,114.679348,,,,,,,,,,
720,1160.0,,,,,,,,113.64325,,,,,,,,,,
721,1160.5,,,,,,,,111.816982,,,,,,,,,,
722,1161.0,,,,,,,,108.459893,,,,,,,,,,
723,1161.5,,,,,,,,104.322388,,,,,,,,,,
724,1162.0,,,,,,,,99.978291,,,,,,,,,,
725,1162.5,,,,,,,,95.63405,,,,,,,,,,
726,1163.0,,,,,,,,91.753885,,,,,,,,,,
727,1163.5,,,,,,,,90.733417,,,,,,,,,,
728,1164.0,,,,,,,,93.266179,,,,,,,,,,
729,1164.5,,,,,,,,96.16194,,,,,,,,,,
730,1165.0,,,,,,,,102.769292,,,,,,,,,,
731,1165.5,,,,,,,,107.280841,,,,,,,,,,
732,1166.0,,,,,,,,110.00027,,,,,,,,,,
733,1166.5,,,,,,,,111.942307,,,,,,,,,,
734,1167.0,,,,,,,,113.067068,,,,,,,,,,
735,1167.5,,,,,,,,113.801165,,,,,,,,,,
736,1168.0,,,,,,,,114.486689,,,,,,,,,,
737,1168.5,,,,,,,,115.530148,,,,,,,,,,
738,1169.0,,,,,,,,117.29058,,,,,,,,,,
739,1169.5,,,,,,,,119.712387,,,,,,,,,,
740,1170.0,,,,,,,,122.030392,,,,,,,,,,
741,1170.5,,,,,,,,123.282271,,,,,,,,,,
742,1171.0,,,,,,,,123.587229,,,,,,,,,,
743,1171.5,,,,,,,,123.359875,,,,,,,,,,
744,1172.0,,,,,,,,123.237524,,,,,,,,,,
745,1172.5,,,,,,,,123.233848,,,,,,,,,,
746,1173.0,,,,,,,,123.164947,,,,,,,,,,
747,1173.5,,,,,,,,123.00102,,,,,,,,,,
748,1174.0,,,,,,,,122.778782,,,,,,,,,,
749,1174.5,,,,,,,,122.601883,,,,,,,,,,
750,1175.0,,,,,,,,122.568733,,,,,,,,,,
751,1175.5,,,,,,,,122.728136,,,,,,,,,,
752,1176.0,,,,,,,,122.944554,,,,,,,,,,
753,1176.5,,,,,,,,123.073752,,,,,,,,,,
754,1177.0,,,,,,,,123.100312,,,,,,,,,,
755,1177.5,,,,,,,,123.00496,,,,,,,,,,
756,1178.0,,,,,,,,122.796091,,,,,,,,,,
757,1178.5,,,,,,,,122.538076,,,,,,,,,,
758,1179.0,,,,,,,,122.305711,,,,,,,,,,
759,1179.5,,,,,,,,122.144567,,,,,,,,,,
760,1180.0,,,,,,,,121.976056,,,,,,,,,,
761,1180.5,,,,,,,,121.715039,,,,,,,,,,
762,1181.0,,,,,,,,121.377837,,,,,,,,,,
763,1181.5,,,,,,,,120.918712,,,,,,,,,,
764,1182.0,,,,,,,,120.439031,,,,,,,,,,
765,1182.5,,,,,,,,120.00031,,,,,,,,,,
766,1183.0,,,,,,,,119.414092,,,,,,,,,,
767,1183.5,,,,,,,,118.703105,,,,,,,,,,
768,1184.0,,,,,,,,118.384228,,,,,,,,,,
769,1184.5,,,,,,,,118.42333,,,,,,,,,,
770,1185.0,,,,,,,,118.93705,,,,,,,,,,
771,1185.5,,,,,,,,119.703153,,,,,,,,,,
772,1186.0,,,,,,,,120.630047,,,,,,,,,,
773,1186.5,,,,,,,,121.447208,,,,,,,,,,
774,1187.0,,,,,,,,121.128825,,,,,,,,,,
775,1187.5,,,,,,,,119.943098,,,,,,,,,,
776,1188.0,,,,,,,,118.158723,,,,,,,,,,
777,1188.5,,,,,,,,116.337582,,,,,,,,,,
778,1189.0,,,,,,,,114.097422,,,,,,,,,,
779,1189.5,,,,,,,,110.991773,,,,,,,,,,
780,1190.0,,,,,,,,107.210086,,,,,,,,,,
781,1190.5,,,,,,,,103.437984,,,,,,,,,,
782,1191.0,,,,,,,,100.522577,,,,,,,,,,
783,1191.5,,,,,,,,99.425258,,,,,,,,,,
784,1192.0,,,,,,,,99.713828,,,,,,,,,,
785,1192.5,,,,,,,,101.085747,,,,,,,,,,
786,1193.0,,,,,,,,102.572426,,,,,,,,,,
787,1193.5,,,,,,,,103.706881,,,,,,,,,,
788,1194.0,,,,,,,,104.67678,,,,,,,,,,
789,1194.5,,,,,,,,105.538301,,,,,,,,,,
790,1195.0,,,,,,,,106.192566,,,,,,,,,,
791,1195.5,,,,,,,,106.237713,,,,,,,,,,
792,1196.0,,,,,,,,105.928933,,,,,,,,,,
793,1196.5,,,,,,,,105.46278,,,,,,,,,,
794,1197.0,,,,,,,,105.094868,,,,,,,,,,
795,1197.5,,,,,,,,104.899238,,,,,,,,,,
796,1198.0,,,,,,,,104.836722,,,,,,,,,,
797,1198.5,,,,,,,,104.974425,,,,,,,,,,
798,1199.0,,,,,,,,105.262669,,,,,,,,,,
799,1199.5,,,,,,,,105.603271,,,,,,,,,,
800,1200.0,,,,,,,,105.90058,,,,,,,,,,
801,1200.5,,,,,,,,106.184862,,,,,,,,,,
802,1201.0,,,,,,,,106.505316,,,,,,,,,,
803,1201.5,,,,,,,,106.854473,,,,,,,,,,
804,1202.0,,,,,,,,107.386371,,,,,,,,,,
805,1202.5,,,,,,,,108.097088,,,,,,,,,,
806,1203.0,,,,,,,,108.734866,,,,,,,,,,
807,1203.5,,,,,,,,109.096425,,,,,,,,,,
808,1204.0,,,,,,,,108.749315,,,,,,,,,,
809,1204.5,,,,,,,,108.000708,,,,,,,,,,
810,1205.0,,,,,,,,106.784031,,,,,,,,,,
