DEPTH,CALI,CPERM,CPOR,Density,Facies,GR,Neutron,PEF,Perm,PHIE,RESD,RESM,RESS,Sonic,SP,SW,VShale,Lithology
3253.5,8.23,,,2.48,6,53.54,0.05,2.5,1.38,0.1,35.93,37.54,4.83,68.55,531.41,0.46,0,1
3254,8.23,,,2.53,6,59.85,0.05,2.68,0.51,0.07,39.61,42.67,6.96,67.49,531.25,0.59,0.05,1
3254.5,8.36,,,2.57,4,66.71,0.06,2.72,0.03,0.06,42.92,47.87,8.16,65.93,531.02,0.67,0.14,2
3255,8.51,,,2.57,3,72.51,0.07,2.74,0.01,0.06,43.39,49.47,9.13,64.4,531.55,0.65,0.19,2
3255.5,8.54,,,2.58,3,78.08,0.08,2.72,0.01,0.05,41.18,46.97,33.87,63.3,532.54,0.66,0.24,2
3256,8.55,,,2.6,3,81.99,0.08,2.65,0.01,0.05,39.69,44.22,40.26,62.82,532.89,0.76,0.28,2
3256.5,8.53,,,2.62,3,81.5,0.08,2.29,0,0.03,40.49,44.14,25.17,62.95,532.77,0.91,0.28,2
3257,8.53,,,2.62,3,76.05,0.08,2.66,0,0.04,42.43,45.93,8.25,63.62,532.85,0.85,0.25,2
3257.5,8.54,,,2.62,3,70.9,0.08,2.87,0.01,0.05,42.84,46.79,7.49,64.58,532.29,0.75,0.19,2
3258,8.54,,,2.65,3,74.08,0.07,2.63,0,0.03,40.72,45.2,32.78,65.31,530.69,0.99,0.23,2
3258.5,8.54,,,2.65,3,83.93,0.08,2.76,0,0.02,37.84,42.37,46.58,65.17,529.68,0.99,0.34,0
3259,8.57,,,2.66,3,89.1,0.09,2.91,0,0.02,36.45,40.71,38.92,64.06,530.22,0.99,0.39,0
3259.5,8.54,,,2.64,3,83.89,0.09,3.18,0,0.03,36.79,40.93,74.22,62.65,531.09,0.99,0.35,0
3260,8.57,,,2.65,3,77.13,0.08,3.25,0,0.03,36.8,41.08,62.03,61.98,530.75,0.99,0.27,2
3260.5,8.61,,,2.65,1,78.89,0.08,3.24,0,0.02,34.66,39.06,35.97,62.69,529.49,0.99,0.29,2
3261,8.65,,,2.65,1,86.84,0.09,3.24,0,0.03,31.15,35.3,33.18,64.28,528.75,0.99,0.35,0
3261.5,8.66,,,2.65,1,92.31,0.1,3.24,0,0.03,28.61,32.17,33.82,65.46,528.76,0.99,0.4,0
3262,8.66,,,2.65,1,93.22,0.12,3.25,0,0.03,28.51,31.69,24.45,65.23,528.52,0.99,0.45,0
3262.5,8.74,,,2.66,1,91.67,0.11,3.24,0,0.03,30.87,34.24,20.27,63.73,528.18,0.99,0.44,0
3263,8.73,,,2.65,0,88.81,0.1,3.2,0,0.02,33.11,37.37,33.47,62.27,528.63,0.99,0.4,0
3263.5,8.74,,,2.66,0,88.33,0.09,3.21,0,0.02,32.45,37.43,73.62,62.34,529.27,0.99,0.39,0
3264,8.76,,,2.65,0,95.42,0.1,3.46,0,0.02,28.25,33.13,37.24,64.48,528.79,0.99,0.39,0
3264.5,8.77,,,2.65,1,109.76,0.12,3.94,0,0.03,22.93,26.99,21.02,67.95,527.89,0.99,0.41,0
3265,8.8,,,2.66,0,124.18,0.16,3.89,0,0.03,18.87,22.06,20.13,71.32,527.58,0.99,0.55,0
3265.5,8.83,,,2.67,0,132.88,0.19,3.86,0,0.03,16.63,19.29,20.51,73.54,527.43,0.99,0.63,0
3266,8.88,,,2.66,0,135.59,0.21,3.84,0,0.04,15.78,18.21,19.73,74.5,526.82,0.99,0.67,0
3266.5,8.88,,,2.69,0,136.26,0.22,3.72,0,0.03,15.59,17.95,20.29,74.78,526.22,0.99,0.75,0
3267,8.9,,,2.69,0,138.08,0.22,3.61,0,0.03,15.59,17.88,20.55,74.86,525.78,0.99,0.74,0
3267.5,8.91,,,2.67,0,140.76,0.22,3.53,0,0.04,15.77,17.93,20.07,74.81,525.29,0.99,0.71,0
3268,8.92,,,2.69,0,141.53,0.21,3.49,0,0.03,16.2,18.24,19.87,74.48,524.82,0.99,0.72,0
3268.5,8.95,,,2.69,0,139.24,0.2,3.34,0,0.03,16.93,18.85,21.97,73.88,524.37,0.99,0.69,0
3269,8.96,,,2.69,0,136.24,0.2,3.3,0,0.03,17.67,19.52,27.63,73.28,524.2,0.99,0.68,0
3269.5,8.95,,,2.68,0,134.91,0.19,3.52,0,0.03,18.22,20.03,25.58,72.91,524.26,0.99,0.65,0
3270,8.97,,,2.67,0,134.49,0.18,3.61,0,0.03,18.4,20.21,24.04,72.83,524.1,0.99,0.62,0
3270.5,8.98,,,2.67,0,133.35,0.19,3.62,0,0.03,18.2,20.06,23.94,72.9,523.84,0.99,0.64,0
3271,8.99,,,2.67,0,132.92,0.19,3.76,0,0.03,17.95,19.76,23.48,72.95,524.32,0.99,0.63,0
3271.5,8.97,,,2.67,0,135.55,0.2,3.69,0,0.03,17.8,19.52,24.11,72.89,525.33,0.99,0.67,0
3272,8.99,,,2.67,0,139.18,0.21,3.54,0,0.03,17.79,19.42,25.56,72.78,525.94,0.99,0.68,0
3272.5,9,,,2.68,0,140.37,0.21,2.83,0,0.03,17.81,19.38,24.83,72.7,526.18,0.99,0.71,0
3273,8.99,,,2.68,0,139.41,0.23,2.93,0,0.03,17.78,19.32,23.95,72.62,526.51,0.99,0.75,0
3273.5,8.98,,,2.68,0,139.03,0.23,2.99,0,0.03,17.88,19.33,24.18,72.35,526.52,0.99,0.75,0
3274,8.98,,,2.66,0,139.18,0.21,3.15,0,0.04,18.26,19.6,25.42,71.65,525.62,0.99,0.67,0
3274.5,8.98,,,2.65,0,137.84,0.2,3.79,0,0.04,19.19,20.4,26.69,70.46,524.32,0.99,0.62,0
3275,9,,,2.66,0,133.78,0.19,3.74,0,0.04,20.54,21.73,29.36,69,523.54,0.99,0.61,0
3275.5,8.99,,,2.69,0,127.74,0.17,3.49,0,0.02,22.05,23.33,32.39,67.7,523.93,0.99,0.59,0
3276,9.01,,,2.68,1,122.53,0.15,3.7,0,0.02,23.41,24.8,34.01,66.84,525,0.99,0.55,0
3276.5,8.98,,,2.67,1,119.44,0.15,4.02,0,0.02,24.35,25.83,33.46,66.4,525.56,0.99,0.51,0
3277,8.97,,,2.67,1,116.32,0.15,4.04,0,0.02,24.83,26.43,34.01,66.2,525.46,0.99,0.52,0
3277.5,8.98,,,2.69,0,113.23,0.15,3.33,0,0.01,25.05,26.75,36.41,66.12,525.13,0.99,0.56,0
3278,8.96,,,2.69,0,112.28,0.16,3.17,0,0.02,25,26.8,33.61,66.17,524.74,0.99,0.57,0
3278.5,8.96,,,2.68,1,113.91,0.15,3.21,0,0.02,24.77,26.6,30.96,66.35,524.83,0.99,0.54,0
3279,8.95,,,2.68,0,115.93,0.15,3.28,0,0.02,24.55,26.29,30.09,66.41,525.67,0.99,0.54,0
3279.5,8.95,,,2.68,1,116.34,0.15,3.29,0,0.02,24.79,26.36,29.84,66.07,526.32,0.99,0.53,0
3280,8.95,,,2.66,1,114.82,0.15,3.33,0,0.03,26.09,27.5,29.02,65.27,525.9,0.99,0.51,0
3280.5,8.95,,,2.66,0,111.07,0.13,3.43,0,0.02,28.49,29.84,32.58,64.26,524.85,0.99,0.47,0
3281,8.91,,,2.67,0,106.15,0.13,3.48,0,0.02,31.59,33.03,35.07,63.44,523.98,0.99,0.46,0
3281.5,8.93,,,2.69,0,102.28,0.11,3.07,0,0.01,34.37,36.17,31.42,63.18,523.58,0.99,0.45,0
3282,8.89,,,2.7,0,101.04,0.11,2.87,0,0.01,34.88,37.15,32.46,63.54,523.69,0.99,0.43,0
3282.5,8.87,,,2.69,0,101.79,0.11,3.06,0,0.01,32.35,34.92,33.98,64.32,524.28,0.99,0.45,0
3283,8.83,,,2.7,0,105.25,0.11,3.13,0,0,28.71,31.36,27.13,65.21,524.66,0.99,0.46,0
3283.5,8.85,,,2.7,0,110.71,0.12,3.58,0,0,25.79,28.53,26.23,65.99,524.45,0.99,0.49,0
3284,8.83,,,2.69,0,115.37,0.15,3.33,0,0.01,23.88,26.73,27.46,66.68,524.12,0.99,0.55,0
3284.5,8.87,,,2.7,0,119.46,0.17,3.37,0,0.02,22.56,25.51,25.93,67.53,523.98,0.99,0.6,0
3285,8.83,,,2.71,0,124.4,0.17,3.32,0,0.01,21.36,24.32,22.35,68.65,523.63,0.99,0.62,0
3285.5,8.85,,,2.71,0,130.07,0.18,3.49,0,0.01,19.99,22.87,19.76,69.87,523.49,0.99,0.66,0
3286,8.85,,,2.7,0,135.25,0.2,3.85,0,0.02,18.87,21.56,19.92,70.84,524.06,0.99,0.69,0
3286.5,8.87,,,2.69,0,137.72,0.2,4.14,0,0.03,18.3,20.81,22.01,71.36,524.96,0.99,0.69,0
3287,8.85,,,2.69,0,136.57,0.21,4.09,0,0.03,18.15,20.59,23.11,71.55,525.98,0.99,0.71,0
3287.5,8.87,,,2.7,0,134.27,0.21,3.66,0,0.02,18.18,20.55,22.71,71.7,527.02,0.99,0.73,0
3288,8.87,,,2.69,0,132.95,0.21,3.67,0,0.03,17.98,20.33,22.66,71.98,527.66,0.99,0.72,0
3288.5,8.89,,,2.68,0,133.23,0.2,3.76,0,0.03,17.71,19.91,23.31,72.37,527.45,0.99,0.68,0
3289,8.91,,,2.7,0,136.7,0.19,3.4,0,0.02,17.25,19.33,22.57,72.76,526.54,0.99,0.67,0
3289.5,8.93,,,2.7,0,142.92,0.2,3.32,0,0.02,16.82,18.76,20.37,73.11,525.38,0.99,0.7,0
3290,8.91,,,2.69,0,148.02,0.21,3.27,0,0.03,16.44,18.29,19.59,73.36,524.97,0.99,0.71,0
3290.5,8.94,,,2.7,0,149.66,0.21,3.19,0,0.03,16.13,17.91,19.3,73.49,525.18,0.99,0.74,0
3291,8.94,,,2.71,0,148.9,0.22,3.05,0,0.02,16,17.71,19.34,73.49,525.48,0.99,0.77,0
3291.5,8.94,,,2.7,0,147.65,0.23,3.14,0,0.03,16.01,17.67,19.56,73.37,526.01,0.99,0.78,0
3292,8.93,,,2.71,0,146.85,0.22,3.23,0,0.02,16.05,17.67,19.83,73.19,526.37,0.99,0.76,0
3292.5,8.96,,,2.71,0,146.86,0.22,3.16,0,0.02,16.04,17.65,19.81,72.95,526.07,0.99,0.77,0
3293,8.97,,,2.68,0,146.59,0.22,3.88,0,0.03,16.12,17.66,20.13,72.68,525.85,0.99,0.73,0
3293.5,8.97,,,2.68,0,145.24,0.22,3.98,0,0.03,16.29,17.77,20.69,72.43,526.25,0.99,0.72,0
3294,8.98,,,2.69,0,142.92,0.23,3.99,0,0.03,16.36,17.89,21.45,72.3,526.34,0.99,0.76,0
3294.5,8.97,,,2.69,0,140.83,0.22,4.15,0,0.03,16.49,17.98,21.1,72.31,526.06,0.99,0.73,0
3295,8.99,,,2.69,0,140.75,0.21,4.4,0,0.03,16.39,17.89,20.15,72.44,526.05,0.99,0.72,0
3295.5,8.98,,,2.69,0,142.49,0.22,3.99,0,0.03,16.24,17.68,19.81,72.6,526.37,0.99,0.74,0
3296,9,,,2.69,0,144.24,0.23,3.31,0,0.03,16.07,17.44,19.66,72.73,526.82,0.99,0.76,0
3296.5,9.01,,,2.7,0,143.89,0.22,3.15,0,0.03,16.03,17.32,19.74,72.78,527.04,0.99,0.76,0
3297,9,,,2.69,0,141.21,0.22,3.55,0,0.03,16.08,17.31,19.56,72.74,526.69,0.99,0.74,0
3297.5,9.03,,,2.7,0,138.06,0.21,3.49,0,0.02,16.12,17.33,19.82,72.64,525.91,0.99,0.72,0
3298,9.04,,,2.71,0,136.39,0.2,3.48,0,0.02,16.14,17.35,20.42,72.52,525.13,0.99,0.72,0
3298.5,9.04,,,2.7,0,136.59,0.2,3.46,0,0.02,16.22,17.41,20.6,72.42,524.59,0.99,0.71,0
3299,9.04,,,2.7,0,138.65,0.21,3.5,0,0.02,16.18,17.42,20.85,72.39,524.68,0.99,0.71,0
3299.5,9.05,,,2.7,0,141.71,0.19,3.5,0,0.02,16.22,17.44,21.34,72.44,525.17,0.99,0.68,0
3300,9.07,,,2.69,0,143.39,0.2,3.67,0,0.03,16.24,17.4,20.65,72.52,525.44,0.99,0.67,0
3300.5,9.03,,,2.69,0,143.7,0.21,3.46,0,0.03,16.17,17.32,20.19,72.59,524.95,0.99,0.72,0
3301,9.04,,,2.7,0,143.37,0.21,3.13,0,0.02,16.15,17.28,20.46,72.61,524.11,0.99,0.74,0
3301.5,9.07,,,2.7,0,142.42,0.22,3.05,0,0.03,16.22,17.31,20.49,72.55,523.72,0.99,0.75,0
3302,9.05,,,2.7,0,141.21,0.21,3.07,0,0.02,16.28,17.38,20.03,72.41,523.83,0.99,0.73,0
3302.5,9.06,,,2.7,0,141.18,0.23,3.23,0,0.03,16.4,17.49,20.31,72.17,523.99,0.99,0.77,0
3303,9.03,,,2.7,0,141.47,0.21,3.36,0,0.02,16.54,17.6,20.98,71.89,524.21,0.99,0.72,0
3303.5,9.05,,,2.7,0,140.38,0.2,3.35,0,0.02,16.53,17.65,20.81,71.66,524.47,0.99,0.71,0
3304,9.04,,,2.69,0,138.5,0.21,3.36,0,0.03,16.56,17.72,20.64,71.6,524.29,0.99,0.71,0
3304.5,9.02,,,2.69,0,138.34,0.22,3.53,0,0.03,16.61,17.79,20.77,71.75,523.93,0.99,0.74,0
3305,9.04,,,2.7,0,140.52,0.22,3.62,0,0.03,16.68,17.83,21.17,71.99,523.64,0.99,0.76,0
3305.5,9.03,,,2.7,0,143.06,0.21,4.27,0,0.03,16.67,17.78,20.56,72.22,523.18,0.99,0.72,0
3306,9,,,2.69,0,144.12,0.22,3.91,0,0.03,16.49,17.62,20.11,72.33,522.97,0.99,0.76,0
3306.5,9,,,2.7,0,142.71,0.21,3.25,0,0.02,16.41,17.48,20.66,72.33,523.7,0.99,0.74,0
3307,9,,,2.7,0,140.03,0.21,3.3,0,0.02,16.24,17.34,20.76,72.27,524.4,0.99,0.73,0
3307.5,8.99,,,2.69,0,139.89,0.2,3.68,0,0.03,16.24,17.32,20.3,72.2,524.32,0.99,0.7,0
3308,9,,,2.68,0,142.73,0.2,4.2,0,0.03,16.27,17.37,19.98,72.13,524.03,0.99,0.67,0
3308.5,8.99,,,2.7,0,143.97,0.19,3.79,0,0.02,16.33,17.45,20.06,72.05,523.86,0.99,0.68,0
3309,9,,,2.7,0,142.24,0.21,3.73,0,0.03,16.46,17.59,20.35,72,523.53,0.99,0.71,0
3309.5,9.02,,,2.69,0,141.92,0.2,3.7,0,0.03,16.58,17.73,20.38,71.97,523.57,0.99,0.7,0
3310,8.99,,,2.69,0,143.48,0.22,3.72,0,0.03,16.64,17.84,20.27,72,524.02,0.99,0.74,0
3310.5,9.01,,,2.7,0,142.55,0.21,3.23,0,0.02,16.66,17.84,20.23,72.06,523.82,0.99,0.73,0
3311,8.99,,,2.7,0,139.25,0.21,3.24,0,0.03,16.52,17.7,20,72.11,522.58,0.99,0.73,0
3311.5,8.98,,,2.68,0,138.04,0.22,3.27,0,0.03,16.36,17.51,19.35,72.13,521.71,0.99,0.72,0
3312,8.98,,,2.7,0,139.17,0.22,3.19,0,0.03,16.29,17.4,18.83,72.06,522.36,0.99,0.75,0
3312.5,8.97,,,2.7,0,139.41,0.2,3.84,0,0.02,16.17,17.36,19.16,71.92,523.3,0.99,0.71,0
3313,8.98,,,2.69,0,138.59,0.2,4.16,0,0.03,16.22,17.46,19.46,71.73,523.45,0.99,0.69,0
3313.5,8.96,,,2.68,0,138.29,0.2,3.95,0,0.03,16.4,17.69,19.12,71.58,523.56,0.99,0.69,0
3314,8.98,,,2.69,0,139.24,0.2,3.57,0,0.03,16.66,18,19.34,71.57,524.09,0.99,0.68,0
3314.5,8.95,,,2.69,0,140.56,0.2,3.78,0,0.03,16.76,18.21,19.5,71.88,524.41,0.99,0.7,0
3315,8.95,,,2.69,0,141.07,0.23,4.21,0,0.03,16.63,18.14,19.25,72.61,524.54,0.99,0.76,0
3315.5,8.94,,,2.7,0,140.94,0.24,3.6,0,0.03,16.07,17.59,18.85,73.66,524.6,0.99,0.8,0
3316,8.95,,,2.7,0,142.74,0.22,3.63,0,0.03,15.4,16.77,17.44,74.7,524.27,0.99,0.75,0
3316.5,8.93,,,2.68,0,146.99,0.23,4.38,0,0.03,14.92,16.12,17.43,75.31,523.96,0.99,0.77,0
3317,8.92,,,2.7,0,150.06,0.24,3.78,0,0.03,14.93,15.97,19.07,75.22,523.88,0.99,0.81,0
3317.5,8.92,,,2.69,0,149.61,0.24,3.31,0,0.03,15.32,16.34,20.21,74.54,524.11,0.99,0.79,0
3318,8.91,,,2.69,0,147.89,0.22,3.45,0,0.03,15.88,17,20.41,73.65,524.55,0.99,0.74,0
3318.5,8.91,,,2.7,0,146.91,0.23,3.48,0,0.03,16.37,17.63,19.63,72.95,524.75,0.99,0.77,0
3319,8.9,,,2.7,0,146.05,0.23,3.45,0,0.03,16.64,18.01,19.9,72.66,524.76,0.99,0.79,0
3319.5,8.92,,,2.7,0,145.34,0.22,3.47,0,0.03,16.78,18.2,20.14,72.76,525.11,0.99,0.76,0
3320,8.92,,,2.7,0,145.45,0.22,3.48,0,0.03,16.8,18.27,20,73.1,525.2,0.99,0.77,0
3320.5,8.91,,,2.69,0,145.63,0.24,3.5,0,0.03,16.83,18.29,19.84,73.46,524.4,0.99,0.78,0
3321,8.9,,,2.68,0,145.19,0.23,3.52,0,0.03,16.81,18.23,20.19,73.72,523.46,0.99,0.77,0
3321.5,8.91,,,2.69,0,144.04,0.24,3.56,0,0.03,16.7,18.11,20,73.83,523.16,0.99,0.8,0
3322,8.89,,,2.69,0,142.25,0.23,3.6,0,0.03,16.67,18.03,20.32,73.89,523.44,0.99,0.77,0
3322.5,8.88,,,2.66,0,141.2,0.22,3.56,0,0.04,16.56,17.94,20.15,74.01,523.83,0.99,0.72,0
3323,8.88,,,2.67,0,142.23,0.23,3.55,0,0.04,16.47,17.85,19.88,74.23,523.84,0.99,0.74,0
3323.5,8.88,,,2.68,0,144.76,0.22,3.49,0,0.03,16.2,17.64,19.91,74.48,523.51,0.99,0.72,0
3324,8.87,,,2.68,0,145.93,0.22,3.42,0,0.03,16.04,17.44,19.71,74.63,523.25,0.99,0.72,0
3324.5,8.87,,,2.69,0,143.97,0.21,3.41,0,0.03,15.95,17.29,19.52,74.64,523.69,0.99,0.72,0
3325,8.89,,,2.69,0,141.13,0.22,3.38,0,0.03,15.9,17.24,19.75,74.55,524.92,0.99,0.73,0
3325.5,8.86,,,2.67,0,141.08,0.23,3.75,0,0.04,15.99,17.32,20.01,74.43,525.73,0.99,0.75,0
3326,8.88,,,2.66,0,143.15,0.23,4.19,0,0.04,16.12,17.46,20.08,74.36,525.16,0.99,0.73,0
3326.5,8.88,,,2.66,0,143.46,0.23,4.09,0,0.04,16.22,17.6,20.27,74.33,524.11,0.99,0.73,0
3327,8.86,,,2.67,0,142.85,0.22,4.03,0,0.04,16.27,17.69,20.25,74.3,523.73,0.99,0.73,0
3327.5,8.88,,,2.67,0,144.32,0.25,4.03,0,0.04,16.29,17.75,20.26,74.24,523.87,0.99,0.79,0
3328,8.88,,,2.68,0,147.12,0.26,3.82,0,0.04,16.31,17.78,20.25,74.14,524.35,0.99,0.83,0
3328.5,8.89,,,2.71,0,146.83,0.25,3.55,0,0.03,16.33,17.79,20.14,74.03,525.25,0.99,0.85,0
3329,8.88,,,2.7,0,143.15,0.23,3.77,0,0.03,16.33,17.79,20.25,73.92,525.96,0.99,0.79,0
3329.5,8.91,,,2.68,0,139.21,0.24,3.36,0,0.04,16.34,17.79,20.07,73.87,525.69,0.99,0.77,0
3330,8.9,,,2.7,0,137.54,0.24,3.08,0,0.03,16.32,17.77,20.03,73.87,524.62,0.99,0.82,0
3330.5,8.91,,,2.71,0,138.69,0.24,3.44,0,0.03,16.32,17.74,19.95,73.93,523.89,0.99,0.82,0
3331,8.92,,,2.7,0,141.65,0.23,3.84,0,0.03,16.23,17.65,20.03,74.06,524.06,0.99,0.77,0
3331.5,8.93,,,2.7,0,144.32,0.24,3.4,0,0.03,16.16,17.58,20.19,74.22,524.19,0.99,0.8,0
3332,8.92,,,2.7,0,144.86,0.22,3.34,0,0.03,16.17,17.57,19.94,74.36,523.84,0.99,0.76,0
3332.5,8.92,,,2.68,0,143.96,0.22,3.3,0,0.03,16.39,17.77,19.91,74.43,523.86,0.99,0.73,0
3333,8.93,,,2.7,0,142.77,0.24,3.36,0,0.03,16.79,18.16,20.07,74.35,524.27,0.99,0.81,0
3333.5,8.92,,,2.69,0,141.01,0.23,3.39,0,0.03,17,18.45,21.08,74.15,524.22,0.99,0.77,0
3334,8.93,,,2.67,0,139.02,0.21,4.14,0,0.04,16.97,18.49,20.57,73.91,523.75,0.99,0.71,0
3334.5,8.93,,,2.69,0,138.39,0.23,3.72,0,0.03,16.75,18.26,19.25,73.73,523.26,0.99,0.78,0
3335,8.94,,,2.69,0,139.26,0.25,3.64,0,0.04,16.36,17.83,19.37,73.59,523.18,0.99,0.81,0
3335.5,8.94,,,2.7,0,140.23,0.24,3.6,0,0.03,16.19,17.56,19.28,73.38,523.76,0.99,0.8,0
3336,8.97,,,2.7,0,139.24,0.24,3.34,0,0.03,16.29,17.64,19.11,73.01,524.35,0.99,0.81,0
3336.5,8.96,,,2.69,0,136.23,0.23,3.37,0,0.03,16.59,18.01,20.11,72.54,524.22,0.99,0.77,0
3337,8.95,,,2.71,0,134.11,0.22,3.42,0,0.02,16.91,18.4,21.51,72.23,523.61,0.99,0.77,0
3337.5,8.94,,,2.7,0,135.19,0.22,3.99,0,0.03,17.08,18.62,19.83,72.29,523.22,0.99,0.75,0
3338,8.96,,,2.71,0,138.32,0.22,3.84,0,0.02,16.99,18.57,19.18,72.7,523.55,0.99,0.75,0
3338.5,8.94,,,2.72,0,141.61,0.22,3.89,0,0.02,16.7,18.3,19.36,73.24,524.49,0.99,0.79,0
3339,8.92,,,2.72,0,143.88,0.23,3.84,0,0.02,16.4,17.96,19.12,73.66,524.89,0.99,0.81,0
3339.5,8.92,,,2.72,0,144.88,0.26,3.39,0,0.02,16.16,17.68,18.83,73.88,524.28,0.99,0.89,0
3340,8.94,,,2.73,0,144.3,0.26,3.27,0,0.02,15.92,17.45,18.18,74,523.4,0.99,0.91,0
3340.5,8.93,,,2.71,0,142.96,0.26,3.77,0,0.03,15.68,17.26,17.74,74.11,522.87,0.99,0.89,0
3341,8.93,,,2.72,0,143.1,0.25,3.25,0,0.02,15.43,17.13,17.24,74.2,522.62,0.99,0.88,0
3341.5,8.93,,,2.73,0,145.22,0.27,3.32,0,0.02,15.28,17.07,16.93,74.17,522.6,0.99,0.92,0
3342,8.94,,,2.73,0,146.83,0.25,4.54,0,0.02,15.01,16.94,17.23,73.93,522.94,0.99,0.87,0
3342.5,8.91,,,2.78,0,148.24,0.25,4.78,0,0,14.63,16.67,14.75,73.51,523.45,0.99,0.94,0
3343,8.88,,,2.83,0,153.07,0.25,4.89,0,0,14.23,16.33,13.77,73.15,523.87,0.99,1,0
3343.5,8.87,,,2.84,0,158.94,0.23,5.26,0,0,13.93,16.08,15.32,73.07,524.25,0.99,0.98,0
3344,8.86,,,2.85,0,159.24,0.25,4.67,0,0,13.76,16,15.33,73.31,524.25,0.99,1,0
3344.5,8.84,,,2.85,0,154.32,0.27,5.03,0,0,13.74,16.11,16,73.7,523.61,0.99,1,0
3345,8.8,,,2.87,0,150.28,0.24,5.5,0,0,13.88,16.39,16.22,74.07,523.1,0.99,1,0
3345.5,8.79,,,2.85,0,148.41,0.21,4.75,0,0,14.11,16.69,15.22,74.51,523.23,0.99,0.72,0
3346,8.78,,,2.8,0,146.22,0.22,4.33,0,0,14.29,16.86,14.66,75.11,523.47,0.99,0.71,0
3346.5,8.74,,,2.74,0,144.6,0.26,4.23,0,0.04,14.64,17.11,16.43,75.52,523.53,0.99,0.69,0
3347,8.72,,,2.7,0,143.35,0.26,3.44,0,0.06,15.8,18.14,15.53,75.02,523.36,0.99,0.68,0
3347.5,8.71,,,2.72,0,135.09,0.26,3.32,0,0.05,18.06,20.55,23.17,73.13,523.08,0.99,0.62,0
3348,8.69,,,2.79,0,113.09,0.25,4.17,0,0.04,21.22,24.09,34.78,70.17,523.17,0.99,0.44,0
3348.5,8.68,,,2.8,0,83.55,0.17,4.57,0,0.06,24.29,27.74,21.47,67.23,523.69,0.87,0.19,2
3349,8.55,,,2.75,3,59.6,0.13,5.27,0.08,0.1,26.94,30.91,12.12,65.37,523.58,0.53,0,1
3349.5,8.41,,,2.68,4,47.19,0.12,4.19,0.16,0.1,29.83,34.11,15.6,64.85,522.7,0.52,0,1
3350,8.33,,,2.64,4,43.01,0.11,3.11,0.18,0.1,36.36,41.05,42.57,65.24,522.44,0.45,0,1
3350.5,8.32,,,2.59,4,43.23,0.09,2.85,0.14,0.09,48.19,55.16,44.2,65.95,523.5,0.42,0,1
3351,8.35,,,2.56,5,46.64,0.07,2.4,0.19,0.08,59.29,70.79,22.61,66.62,524.32,0.45,0,1
3351.5,8.31,,,2.5,6,49.48,0.06,2.11,1.27,0.1,60.94,76.1,8.95,67.11,524,0.36,0,1
3352,8.32,,,2.45,7,46.93,0.06,1.95,19.01,0.11,53.27,68.21,8.14,67.32,523.56,0.33,0,1
3352.5,8.24,,,2.4,6,39.66,0.06,1.79,3.45,0.13,44.57,56.87,5.08,67.27,523.87,0.31,0,1
3353,8.17,,,2.38,6,34.88,0.05,2.18,3.9,0.14,41.38,51.72,3.19,67.1,524.19,0.31,0,1
3353.5,8.15,,,2.43,4,37.46,0.05,2.36,0.29,0.12,44.8,55.13,6.45,66.99,523.97,0.35,0,1
3354,8.16,,,2.51,4,44.09,0.05,2.31,0.12,0.09,53.44,66.38,36.36,66.98,523.27,0.42,0,1
3354.5,8.26,,,2.53,5,49.04,0.06,2.26,0.23,0.08,64.21,82.56,26.06,66.84,522.32,0.41,0,1
3355,8.36,,,2.54,5,51.13,0.06,2.2,0.23,0.08,71.32,95.57,43.86,66.41,521.69,0.39,0,1
3355.5,8.27,,,2.53,5,51.54,0.06,2.17,0.26,0.09,72.14,99.15,41.79,65.9,521.75,0.37,0,1
3356,8.3,,,2.5,5,49.87,0.06,2.13,0.36,0.1,68.33,94.35,23.46,65.62,521.86,0.34,0,1
3356.5,8.38,,,2.47,5,47.37,0.07,2.14,0.51,0.11,62.83,86.28,13.72,65.72,521.63,0.32,0,1
3357,8.3,5.89,8,2.48,6,46.23,0.07,2.1,1.7,0.1,58.47,79.6,11.85,66,521.25,0.34,0,1
3357.5,8.23,,,2.51,7,46.74,0.07,2.12,11.19,0.09,55.8,75.41,20.53,66.3,520.82,0.38,0,1
3358,8.21,,,2.49,7,48.04,0.06,2.1,11.5,0.1,53.2,71.74,10.67,66.91,520.44,0.39,0,1
3358.5,8.34,,,2.48,6,52.81,0.06,2.77,1.45,0.1,48.08,65.11,9.34,68.31,520.36,0.39,0,1
3359,8.39,8.48,8,2.53,4,66.95,0.07,3.51,0.09,0.08,40,54.36,20.11,70.4,520.4,0.52,0.06,1
3359.5,8.26,,,2.6,4,90.44,0.09,3.5,0.02,0.05,32.56,43.77,15.09,72.3,520.31,0.76,0.25,2
3360,8.45,,,2.6,3,110.37,0.12,2.62,0.01,0.05,29.18,38.53,16.95,73.1,520.02,0.77,0.41,0
3360.5,8.48,,,2.57,3,113.33,0.13,2.49,0.02,0.06,29.24,38.37,23.41,72.65,519.73,0.62,0.44,0
3361,8.49,,,2.54,3,105.44,0.12,3.17,0.03,0.07,30.19,39.82,23.01,71.75,519.66,0.56,0.37,0
3361.5,8.49,,,2.53,3,104.23,0.09,2.85,0.01,0.05,30.42,40.41,22.17,71.46,519.5,0.70,0.36,0
3362,8.5,,,2.54,3,113.56,0.09,2.9,0.01,0.05,29.08,38.83,9.94,72.08,519.08,0.71,0.44,0
